"","rank","team","conf","rec","adj_o","adj_o_rk","adj_d","adj_d_rk","barthag","proj_rec","proj_conf_rec","wab","wab_rk","cur_rk","change","date","record","adj_tempo","adj_tempo_rk","proj_record","proj_conf_record"
"12608",266,"Bowling Green","MAC",NA,99.2007085883875,245,106.481497002301,270,0.306932430407577,NA,NA,-3.51783126847373,265,NA,NA,"2022-12-11","4-5",70.6277586894091,75,"14.2-16.8","7.3-10.7"
"12609",267,"Lafayette","Pat",NA,97.6901184506295,270,104.935193736706,241,0.305182499200079,NA,NA,-6.55136071214735,352,NA,NA,"2022-12-11","1-10",61.9857712309056,360,"10.8-20.2","8.8-9.2"
"12610",268,"Illinois St.","MVC",NA,99.8230356645241,227,107.400616152308,286,0.301235830013373,NA,NA,-4.47027474244869,303,NA,NA,"2022-12-11","5-6",64.5721159516815,332,"12.7-18.3","7.6-12.4"
"12611",269,"Morehead St.","OVC",NA,93.7729533552596,331,100.90773623548,151,0.30084096815572,NA,NA,-2.30865087297604,177,NA,NA,"2022-12-11","5-5",67.060048621131,241,"16.8-14.2","10.3-7.7"
"12612",270,"Rice","CUSA",NA,103.554013360222,145,111.5776109933,344,0.297713198688108,NA,NA,-0.879134015165133,100,NA,NA,"2022-12-11","6-2",69.2509648825825,128,"13.3-17.7","4.8-15.2"
"12613",271,"Morgan St.","MEAC",NA,94.8294533651007,316,102.234676216977,180,0.296359365206883,NA,NA,-4.41157625167925,300,NA,NA,"2022-12-11","4-7",71.1309774860567,56,"15.8-14.2","8.1-5.9"
"12614",272,"Saint Peter's","MAAC",NA,94.5895173544627,320,101.981884816593,171,0.296221083907771,NA,NA,-3.7861072707021,276,NA,NA,"2022-12-11","4-5",66.3394457937345,277,"12.6-16.4","7.7-12.3"
"12615",273,"Alcorn St.","SWAC",NA,98.5876548113403,258,106.310269647019,265,0.295820138416587,NA,NA,-2.69667833261204,209,NA,NA,"2022-12-11","3-7",67.7574963097087,207,"14.7-16.3","11.3-6.7"
"12616",274,"Northern Arizona","BSky",NA,100.945510638631,209,108.867590920988,306,0.295495241281412,NA,NA,-4.59820252964654,309,NA,NA,"2022-12-11","4-8",68.3289167924476,174,"12.2-18.8","8-10"
"12617",275,"East Tennessee St.","SC",NA,96.556884327131,293,104.284598350451,228,0.292059849995154,NA,NA,-4.92165434178758,323,NA,NA,"2022-12-11","4-6",68.1308891830838,184,"12.3-18.7","7.3-10.7"
"12618",276,"Tennessee Martin","OVC",NA,101.8373647727,186,110.171900159715,328,0.288096850709267,NA,NA,-3.22697865925704,247,NA,NA,"2022-12-11","5-5",71.4124450827773,50,"17.4-13.6","10-8"
"12619",277,"Arkansas St.","SB",NA,95.4663521284947,312,103.619674440834,214,0.280402949281204,NA,NA,-3.66182223719194,272,NA,NA,"2022-12-11","5-5",64.4174412808536,335,"12.9-18.1","5.7-12.3"
"12620",278,"Army","Pat",NA,100.370823334053,221,108.968548471995,307,0.279859440144004,NA,NA,-4.90704731806749,322,NA,NA,"2022-12-11","5-6",70.1789315205054,92,"14.3-16.7","8.2-9.8"
"12621",279,"Boston University","Pat",NA,98.6043759997182,257,107.096929230109,281,0.278861770428291,NA,NA,-3.01634954651959,233,NA,NA,"2022-12-11","6-5",67.8396310292155,204,"15.1-15.9","8.2-9.8"
"12622",280,"Southeast Missouri St.","OVC",NA,96.4106543304207,300,104.776600398452,234,0.277487640466387,NA,NA,-3.20544653009273,243,NA,NA,"2022-12-11","5-5",70.7786811513629,66,"15.5-15.5","9.8-8.2"
"12623",281,"Coppin St.","MEAC",NA,102.434172472346,172,111.773256041672,348,0.268273978183548,NA,NA,-4.28603062329496,295,NA,NA,"2022-12-11","4-8",73.7324532413968,9,"12.3-18.7","7.6-6.4"
"12624",282,"Louisville","ACC",NA,92.4964857809151,341,101.25708126491,157,0.261023075128411,NA,NA,-6.21005145114749,346,NA,NA,"2022-12-11","0-9",68.6204147441764,161,"4-27","2.3-17.7"
"12625",283,"North Dakota St.","Sum",NA,97.2893315981408,278,106.761833254161,277,0.255692575298218,NA,NA,-5.42192316212427,334,NA,NA,"2022-12-11","3-9",69.9974984781652,97,"10.6-19.4","7.6-10.4"
"12626",284,"Texas A&M Commerce","Slnd",NA,96.7378024188185,288,106.17240634267,263,0.255366959679907,NA,NA,-4.71486474045517,314,NA,NA,"2022-12-11","4-7",68.0843203223082,187,"15-17","10-8"
"12627",285,"Canisius","MAAC",NA,96.5655053064066,292,106.045574947095,260,0.254084640664568,NA,NA,-4.95152522890608,324,NA,NA,"2022-12-11","2-7",68.9385073003834,146,"9.4-19.6","7.3-12.7"
"12628",286,"UT Arlington","WAC",NA,93.397237322,335,102.571096148266,187,0.253982109403587,NA,NA,-4.8655527961248,320,NA,NA,"2022-12-11","4-7",66.7615346414088,256,"9.3-21.7","4.8-13.2"
"12629",287,"Idaho St.","BSky",NA,96.8376941653724,287,106.386315872374,267,0.253228438521573,NA,NA,-6.4586316761984,350,NA,NA,"2022-12-11","3-8",65.4938821647795,301,"10.3-20.7","7.1-10.9"
"12630",288,"North Alabama","ASun",NA,99.9663485801346,225,109.877601114805,323,0.252158299815395,NA,NA,-2.11840607664315,166,NA,NA,"2022-12-11","6-4",69.9679877402424,98,"13.3-17.7","6.2-11.8"
"12631",289,"Central Michigan","MAC",NA,94.4951158371196,323,103.99199770239,220,0.249495133711557,NA,NA,-4.32547902221178,297,NA,NA,"2022-12-11","4-6",72.0569078396188,32,"11.4-19.6","6.9-11.1"
"12632",290,"UMKC","Sum",NA,93.957184234661,328,103.442608739829,206,0.248609094770786,NA,NA,-5.45072993230515,335,NA,NA,"2022-12-11","4-9",65.4462793171681,305,"12.5-18.5","7.5-10.5"
"12633",291,"North Dakota","Sum",NA,99.1806681196113,246,109.437317853249,315,0.243847227373456,NA,NA,-4.45615775823837,301,NA,NA,"2022-12-11","5-7",66.1081788077931,285,"13.4-17.6","7.4-10.6"
"12634",292,"Charleston Southern","BSth",NA,99.5510893085671,235,109.964209734213,326,0.241574675599471,NA,NA,-3.62928655204706,270,NA,NA,"2022-12-11","2-6",68.3264129085924,175,"10.1-18.9","6.7-11.3"
"12635",293,"Tennessee Tech","OVC",NA,99.9910448666358,224,110.475184353946,331,0.241098153181494,NA,NA,-4.21150830397487,290,NA,NA,"2022-12-11","3-7",67.5615901159539,220,"13.9-17.1","9-9"
"12636",294,"Southeastern Louisiana","Slnd",NA,98.8535263561585,252,109.242667552337,312,0.24063091216984,NA,NA,-2.53719737933453,202,NA,NA,"2022-12-11","5-5",71.7892651397837,41,"15.4-15.6","9.7-8.3"
"12637",295,"Eastern Michigan","MAC",NA,102.679674965417,168,113.602548477995,356,0.238203317081536,NA,NA,-6.92831096639464,357,NA,NA,"2022-12-11","2-9",71.0077747268931,63,"8.7-22.3","6-12"
"12638",296,"St. Francis PA","NEC",NA,99.4741992850414,236,110.190185168901,329,0.235671370390885,NA,NA,-5.59984786530079,338,NA,NA,"2022-12-11","3-8",68.850838747459,150,"12.9-16.1","9.6-6.4"
"12639",297,"California","P12",NA,93.5212997932304,333,103.605091558948,213,0.235489671241636,NA,NA,-7.96773199303645,362,NA,NA,"2022-12-11","0-11",62.0880050471368,358,"2.7-28.3","2-18"
"12640",298,"Nebraska Omaha","Sum",NA,97.5795230550603,272,108.402107411271,298,0.229777421691612,NA,NA,-3.52848393254431,266,NA,NA,"2022-12-11","3-8",69.0476705690037,139,"11.1-19.9","7-11"
"12641",299,"UTSA","CUSA",NA,95.8812075744233,303,106.632490554157,272,0.2275495439419,NA,NA,-2.9120757039654,223,NA,NA,"2022-12-11","5-4",67.9051626669664,200,"9.5-21.5","3.7-16.3"
"12642",300,"Cal St. Bakersfield","BW",NA,90.8842061432015,352,101.102462203679,156,0.227004251671806,NA,NA,-3.40942803631496,256,NA,NA,"2022-12-11","4-5",64.1273266324489,343,"10.1-20.9","5.5-14.5"
"12643",301,"USC Upstate","BSth",NA,100.434758543391,219,111.7519322655,347,0.226550670712322,NA,NA,-2.02735498990082,162,NA,NA,"2022-12-11","5-4",67.5435449805185,222,"11.7-17.3","6.4-11.6"
"12644",302,"Central Arkansas","ASun",NA,98.6386581214609,255,109.886073699821,324,0.224126281109123,NA,NA,-3.39797014893951,255,NA,NA,"2022-12-11","5-5",73.6921281823585,10,"11-20","5.5-12.5"
"12645",303,"Valparaiso","MVC",NA,95.7310405645435,305,106.736319356663,276,0.222454906468356,NA,NA,-4.62902336976066,311,NA,NA,"2022-12-11","4-7",67.5158429278641,225,"10.6-20.4","5-15"
"12646",304,"Northern Illinois","MAC",NA,93.6204893587871,332,104.546699731163,232,0.219356065921577,NA,NA,-4.4099353522636,299,NA,NA,"2022-12-11","3-6",70.5143109848534,81,"11.2-19.8","6.3-11.7"
"12647",305,"Cal St. Northridge","BW",NA,95.4925968584535,308,106.658605681949,273,0.218962840556377,NA,NA,-5.25495896961818,330,NA,NA,"2022-12-11","2-7",66.1049375996909,286,"8.3-22.7","5.3-14.7"
"12648",306,"Lehigh","Pat",NA,94.7280735426005,319,105.892824253745,255,0.217329610770674,NA,NA,-2.51410208781802,200,NA,NA,"2022-12-11","4-4",71.8692491655102,38,"12-17","6.9-11.1"
"12649",307,"Sacred Heart","NEC",NA,98.3097849042345,261,109.896895034691,325,0.217325781411009,NA,NA,-3.95657743622566,283,NA,NA,"2022-12-11","5-6",72.9981427656978,18,"16.6-14.4","9.2-6.8"
"12650",308,"The Citadel","SC",NA,95.0201010941718,314,106.405932323034,268,0.213914693534362,NA,NA,-2.3270208995888,180,NA,NA,"2022-12-11","5-4",67.5769567134282,217,"11.9-19.1","5.7-12.3"
"12651",309,"Oakland","Horz",NA,102.599498815975,169,115.191843422269,361,0.208943124726852,NA,NA,-6.6448585292832,354,NA,NA,"2022-12-11","2-9",70.0330341172963,95,"9.3-21.7","7.2-12.8"
"12652",310,"Presbyterian","BSth",NA,94.2586169824356,324,105.965281839618,256,0.206476506872602,NA,NA,-6.87436444829266,355,NA,NA,"2022-12-11","2-9",65.0718555382293,317,"9.6-21.4","5.9-12.1"
"12653",311,"Loyola MD","Pat",NA,92.2307621922443,344,103.721375670368,217,0.205826759900493,NA,NA,-4.8495223107392,318,NA,NA,"2022-12-11","4-7",66.2999050428818,279,"12-19","6.6-11.4"
"12654",312,"Louisiana Monroe","SB",NA,96.5178790325294,296,108.79528865819,303,0.201490071765178,NA,NA,-4.5975518758927,308,NA,NA,"2022-12-11","3-7",68.2537102307306,179,"8.5-22.5","4.2-13.8"
"12655",313,"Chicago St.","ind",NA,102.008617882855,180,115.009603428359,360,0.201085965466032,NA,NA,-4.78388931560346,317,NA,NA,"2022-12-11","3-8",66.5624604220931,265,"11.4-19.6","1.7-0.3"
"12656",314,"Weber St.","BSky",NA,96.4752565095944,298,108.81060425568,305,0.200414518076498,NA,NA,-5.060430251993,326,NA,NA,"2022-12-11","3-7",67.0153693510162,244,"9.2-21.8","5.9-12.1"
"12657",315,"Western Carolina","SC",NA,97.9686646356933,265,110.712593854854,337,0.196812912239483,NA,NA,-4.17761635420804,287,NA,NA,"2022-12-11","5-6",69.5338129149784,107,"11.6-19.4","5.3-12.7"
"12658",316,"Alabama A&M","SWAC",NA,92.1935534430212,345,104.191941318585,224,0.196713567101876,NA,NA,-4.21843844151071,291,NA,NA,"2022-12-11","3-5",71.8495914444328,40,"12.5-17.5","9.1-8.9"
"12659",317,"Jackson St.","SWAC",NA,95.7721870007566,304,108.248568920473,294,0.196507853225949,NA,NA,-4.88640568856054,321,NA,NA,"2022-12-11","1-8",70.6823246947582,70,"10.4-20.6","9.2-8.8"
"12660",318,"Idaho","BSky",NA,99.4515960477755,237,112.422184182545,352,0.196267548420759,NA,NA,-5.07181289702987,327,NA,NA,"2022-12-11","4-6",66.4298606869695,275,"11.2-19.8","5.8-12.2"
"12661",319,"Marist","MAAC",NA,89.3062582656177,356,100.98783587033,154,0.195654615994947,NA,NA,-4.23060535956118,292,NA,NA,"2022-12-11","4-5",66.4069826981733,276,"10.1-18.9","6.1-13.9"
"12662",320,"Maryland Eastern Shore","MEAC",NA,92.0976929994416,346,104.177011207769,223,0.195088618899677,NA,NA,-3.68557019252646,274,NA,NA,"2022-12-11","3-7",69.8124989588615,101,"12.8-16.2","6.2-7.8"
"12663",321,"Miami OH","MAC",NA,99.0141273937057,250,112.040672000274,349,0.194443269144566,NA,NA,-3.42026022946737,259,NA,NA,"2022-12-11","4-5",68.5561665595278,163,"11.2-19.8","5.6-12.4"
"12664",322,"Dartmouth","Ivy",NA,92.8908118544153,340,105.13601674172,245,0.194027928847579,NA,NA,-5.85697716067348,342,NA,NA,"2022-12-11","4-7",69.4382862265995,113,"8.6-20.4","3.4-10.6"
"12665",323,"Fairleigh Dickinson","NEC",NA,103.359444936639,149,117.448677237726,363,0.187007835143482,NA,NA,-4.34261304642316,298,NA,NA,"2022-12-11","6-6",70.3026042070277,86,"15.8-15.2","8.4-7.6"
"12666",324,"Manhattan","MAAC",NA,93.2630596782238,337,106.106479242841,261,0.184866397583171,NA,NA,-4.74536145694172,315,NA,NA,"2022-12-11","3-6",69.4982845074472,109,"9.1-19.9","6.4-13.6"
"12667",325,"Howard","MEAC",NA,96.4532880630941,299,109.768160245603,320,0.184359762118951,NA,NA,-5.17584107526385,328,NA,NA,"2022-12-11","4-8",68.2733752662974,178,"12.2-18.8","6-8"
"12668",326,"South Carolina St.","MEAC",NA,97.3832438025815,277,110.966399154472,339,0.182188088218409,NA,NA,-6.59067799571818,353,NA,NA,"2022-12-11","1-10",72.2561583371946,26,"6.2-20.8","4.5-7.5"
"12669",327,"Western Michigan","MAC",NA,97.0507177813722,284,110.917709933248,338,0.177134855383017,NA,NA,-5.74323291899996,341,NA,NA,"2022-12-11","3-7",67.0268134637957,242,"9.3-21.7","5.2-12.8"
"12670",328,"Western Illinois","Sum",NA,96.5662528511037,291,110.465722067266,330,0.175596224752428,NA,NA,-2.6971383606564,210,NA,NA,"2022-12-11","6-4",68.9708161367185,144,"12.7-16.3","5.7-12.3"
"12671",329,"Evansville","MVC",NA,91.460108295704,349,104.80059275257,237,0.172815953130166,NA,NA,-6.500532123269,351,NA,NA,"2022-12-11","3-9",69.2572315400058,127,"7.5-23.5","4.2-15.8"
"12672",330,"Little Rock","OVC",NA,98.6075581999516,256,113.307525780708,355,0.168259471270129,NA,NA,-4.2734700317656,293,NA,NA,"2022-12-11","2-7",71.1838185298501,54,"11.1-19.9","7.1-10.9"
"12673",331,"Central Connecticut","NEC",NA,95.1448271218154,313,109.376315767932,314,0.167558180057343,NA,NA,-7.55251315123086,361,NA,NA,"2022-12-11","1-10",66.0260074642338,288,"10.6-20.4","7.9-8.1"
"12674",332,"NJIT","AE",NA,93.3683070987943,336,107.481779184784,287,0.165363833786432,NA,NA,-7.38038219718071,360,NA,NA,"2022-12-11","1-9",64.7306436828007,323,"7.7-21.3","5.2-10.8"
"12675",333,"New Hampshire","AE",NA,92.0402734881726,348,105.999703162951,258,0.164665560834923,NA,NA,-4.52478928109723,306,NA,NA,"2022-12-11","3-6",64.1646457442852,341,"10.3-18.7","5.1-10.9"
"12676",334,"Arkansas Pine Bluff","SWAC",NA,94.1551728210427,325,108.47091257266,301,0.16414769547668,NA,NA,-3.41094173622258,257,NA,NA,"2022-12-11","3-8",71.2123868632516,53,"12-19","7.8-10.2"
"12677",335,"Hampton","CAA",NA,95.6208896933627,306,110.493262576314,334,0.159429735540842,NA,NA,-4.85006740401413,319,NA,NA,"2022-12-11","3-7",70.2448561805791,90,"8.6-22.4","4.9-13.1"
"12678",336,"Albany","AE",NA,96.4857167185965,297,112.185072913998,350,0.150117211943358,NA,NA,-5.67310636935861,339,NA,NA,"2022-12-11","3-8",68.5670885932336,162,"8.9-22.1","4.8-11.2"
"12679",337,"St. Francis NY","NEC",NA,93.0698561395226,338,108.425328718832,299,0.14726932025125,NA,NA,-3.23714150461899,248,NA,NA,"2022-12-11","4-5",66.6026275390489,262,"14.1-14.9","7.3-8.7"
"12680",338,"Stony Brook","CAA",NA,94.7947790136789,317,110.477292923912,332,0.146715181577947,NA,NA,-5.24223353156021,329,NA,NA,"2022-12-11","2-7",66.8812294337324,249,"7.9-23.1","4.7-13.3"
"12681",339,"Incarnate Word","Slnd",NA,92.9348735286027,339,108.474867856194,302,0.144534834278133,NA,NA,-4.11948956086613,285,NA,NA,"2022-12-11","5-6",67.0644821896517,240,"12.9-18.1","7.1-10.9"
"12682",340,"New Orleans","Slnd",NA,93.9099870603571,329,109.673261081898,318,0.143755527111562,NA,NA,-4.17770811453983,288,NA,NA,"2022-12-11","2-6",73.8266906443618,8,"10.1-18.9","7.1-10.9"
"12683",341,"Binghamton","AE",NA,96.5731422295478,290,112.854663707924,354,0.142864203573241,NA,NA,-5.39248371728092,333,NA,NA,"2022-12-11","3-7",67.5602524278801,221,"8.8-20.2","4.6-11.4"
"12684",342,"Bethune Cookman","SWAC",NA,93.4097468475445,334,109.281844218418,313,0.141274121849732,NA,NA,-2.96364627474038,227,NA,NA,"2022-12-11","4-5",68.2963153877261,177,"12.1-18.9","7.2-10.8"
"12685",343,"Alabama St.","SWAC",NA,92.4381405258213,342,108.319757499887,295,0.139038267390568,NA,NA,-4.99452186397009,325,NA,NA,"2022-12-11","1-8",68.710691018886,156,"8.7-21.3","7.4-10.6"
"12686",344,"Monmouth","CAA",NA,92.2650474509462,343,108.368490977513,297,0.135869626406896,NA,NA,-5.57873640674871,336,NA,NA,"2022-12-11","1-9",70.5402066553986,79,"5.9-25.1","4.6-13.4"
"12687",345,"Elon","CAA",NA,94.0696265501385,326,110.492997936178,333,0.135808948439516,NA,NA,-6.4447193631076,349,NA,NA,"2022-12-11","2-8",67.9038888910718,201,"6.3-24.7","3.8-14.2"
"12688",346,"Stonehill","NEC",NA,96.8697911889564,286,113.903424623339,357,0.134376206357059,NA,NA,-4.52287662299559,305,NA,NA,"2022-12-11","4-7",69.2817427879679,123,"11.9-19.1","6.9-9.1"
"12689",347,"Columbia","Ivy",NA,91.4155013388202,350,107.929005102858,292,0.129017507933928,NA,NA,-7.17868395356616,359,NA,NA,"2022-12-11","4-9",69.60396899599,103,"7-22","2.3-11.7"
"12690",348,"McNeese St.","Slnd",NA,94.0335329772454,327,111.158792624633,342,0.127411136662145,NA,NA,-3.80426060389389,277,NA,NA,"2022-12-11","3-7",66.4755249675238,272,"9.7-21.3","6.6-11.4"
"12691",349,"UT Rio Grande Valley","WAC",NA,94.5520507611203,321,112.349183560783,351,0.120967033682416,NA,NA,-2.02454618657786,161,NA,NA,"2022-12-11","6-4",74.1449671377423,6,"10.4-20.6","2.4-15.6"
"12692",350,"VMI","SC",NA,95.4793726472602,311,113.977591010503,358,0.115418119790973,NA,NA,-4.56421946741542,307,NA,NA,"2022-12-11","5-6",69.1572889290958,133,"8.5-22.5","3.3-14.7"
"12693",351,"Merrimack","NEC",NA,85.3500163034799,362,102.125480296906,178,0.112687514714267,NA,NA,-7.9734570866547,363,NA,NA,"2022-12-11","2-11",66.8243527465295,253,"8.8-22.2","6.1-9.9"
"12694",352,"Holy Cross","Pat",NA,91.0162156029804,351,109.020076736905,308,0.111482643046573,NA,NA,-6.38368077713892,348,NA,NA,"2022-12-11","3-8",68.440282087677,170,"7.4-23.6","3.9-14.1"
"12695",353,"Houston Christian","Slnd",NA,97.1009370853891,283,116.585183357863,362,0.108803792158728,NA,NA,-6.12601252568326,344,NA,NA,"2022-12-11","3-8",69.7750018090762,102,"9.4-21.6","5.9-12.1"
"12696",354,"Green Bay","Horz",NA,92.0622208372698,347,111.500327109387,343,0.0994838373073231,NA,NA,-5.7199378410025,340,NA,NA,"2022-12-11","2-8",66.2754903418929,280,"5.4-25.6","4.3-15.7"
"12697",355,"Eastern Illinois","OVC",NA,90.25675974825,353,109.834870223321,322,0.0946894898532185,NA,NA,-6.9253831296795,356,NA,NA,"2022-12-11","2-9",67.7900677529701,206,"7.1-23.9","4.6-13.4"
"12698",356,"LIU Brooklyn","NEC",NA,90.1039903841329,354,109.81266276434,321,0.093229004229321,NA,NA,-4.76667996910866,316,NA,NA,"2022-12-11","1-8",71.8724968989421,37,"7.6-20.4","5.3-10.7"
"12699",357,"Lindenwood","OVC",NA,87.8476941417748,360,108.440598376645,300,0.0815196268528669,NA,NA,-3.94521407967512,282,NA,NA,"2022-12-11","4-6",70.1127759865989,94,"9.2-21.8","4.1-13.9"
"12700",358,"Mississippi Valley St.","SWAC",NA,89.4680582947011,355,111.14297713865,341,0.0762262343378271,NA,NA,-5.31803450857898,331,NA,NA,"2022-12-11","1-9",65.2385293306964,315,"5.5-26.5","4.4-13.6"
"12701",359,"Delaware St.","MEAC",NA,88.8651594867485,359,111.027664479872,340,0.0717188344216663,NA,NA,-5.93640102617494,343,NA,NA,"2022-12-11","1-9",68.3980131236463,172,"5.1-21.9","2.2-9.8"
"12702",360,"Lamar","Slnd",NA,89.1971552643348,357,111.670602159211,345,0.0701687612248492,NA,NA,-4.6016550690585,310,NA,NA,"2022-12-11","4-6",67.4990755896851,226,"8.6-22.4","4.2-13.8"
"12703",361,"IUPUI","Horz",NA,89.0373718409599,358,114.464012209678,359,0.0527075467949505,NA,NA,-6.35059536357508,347,NA,NA,"2022-12-11","1-8",66.530592172103,268,"4.9-26.1","2.1-17.9"
"12704",362,"Florida A&M","SWAC",NA,83.147485987994,363,107.796971348585,291,0.0480721464967071,NA,NA,-3.10158519253224,240,NA,NA,"2022-12-11","1-6",67.7251255272628,210,"5.3-23.7","3.2-14.8"
"12705",363,"Hartford","ind",NA,86.0913867567042,361,112.688922866761,353,0.0432704735814912,NA,NA,-6.94775567092624,358,NA,NA,"2022-12-11","4-8",66.9594226828718,246,"6.5-21.5","0.3-1.7"
"12706",1,"Houston","Amer",NA,112.975483807173,18,82.2597647422161,2,0.97463815626019,NA,NA,1.86009215685268,9,NA,NA,"2022-12-12","9-1",62.9992893316978,355,"28.4-2.6","16.7-1.3"
"12707",2,"Tennessee","SEC",NA,107.717458345281,69,81.8563431694354,1,0.959194521978055,NA,NA,1.96774548533697,8,NA,NA,"2022-12-12","9-1",67.9098041727196,202,"26-5","14.8-3.2"
"12708",3,"Connecticut","BE",NA,115.682022388226,8,89.8123284073051,11,0.948383342855366,NA,NA,3.00895163532182,2,NA,NA,"2022-12-12","11-0",69.320439850008,124,"27.3-3.7","16.3-3.7"
"12709",4,"Purdue","B10",NA,118.255028073435,2,93.1084601670011,35,0.939879607401738,NA,NA,3.62861543524468,1,NA,NA,"2022-12-12","10-0",65.6142062793266,298,"26-5","15.1-4.9"
"12710",5,"UCLA","P12",NA,116.112071102923,7,91.5820289460087,24,0.938727213203499,NA,NA,0.692232519201722,34,NA,NA,"2022-12-12","8-2",68.9263533145138,149,"23.9-7.1","15.8-4.2"
"12711",6,"Kansas","B12",NA,113.730155093779,16,90.9850342047174,20,0.928643455272081,NA,NA,2.68834374598661,3,NA,NA,"2022-12-12","9-1",69.2943498483789,128,"22.7-8.3","11.6-6.4"
"12712",7,"Saint Mary's","WCC",NA,108.660750114896,53,87.1025401604682,4,0.927112845147614,NA,NA,0.277176195196046,49,NA,NA,"2022-12-12","8-3",64.4749552600675,333,"25-6","13.2-2.8"
"12713",8,"Arizona","P12",NA,120.825182367687,1,97.07685418457,77,0.925302918236805,NA,NA,2.11752922370729,7,NA,NA,"2022-12-12","8-1",74.6278685943101,4,"24.8-6.2","14.5-5.5"
"12714",9,"West Virginia","B12",NA,114.614622921931,13,92.4191626490437,31,0.922390017190939,NA,NA,1.16936205214389,22,NA,NA,"2022-12-12","8-2",68.9366933460481,148,"21.9-9.1","11.2-6.8"
"12715",10,"Duke","ACC",NA,112.383659232231,21,90.7222480063129,18,0.921458685886811,NA,NA,1.65029015782854,15,NA,NA,"2022-12-12","10-2",65.8782116899388,295,"24-7","15-5"
"12716",11,"Texas","B12",NA,110.934865378472,37,89.6038102269072,9,0.920982518894095,NA,NA,0.875241441820363,29,NA,NA,"2022-12-12","8-1",68.0027737858707,194,"22-9","11.1-6.9"
"12717",12,"Gonzaga","WCC",NA,116.945906140149,4,94.8413032041214,49,0.917535591110469,NA,NA,1.53420565914158,17,NA,NA,"2022-12-12","8-3",70.3973775248426,83,"24.4-6.6","12.9-3.1"
"12718",13,"Alabama","SEC",NA,110.566359699088,40,89.8211350560986,12,0.916034584672104,NA,NA,2.54016694293826,4,NA,NA,"2022-12-12","8-1",73.0122507980273,18,"23-8","12.3-5.7"
