gsis_id,player,bucket,mu,sigma,snaps,cons,rating_0_100,active_2025,tier
00-0027551,Junior Galette,LB,25.513,4.999,386,10.517,1.6,0,D
00-0028111,Byron Maxwell,DB,25.322,4.573,1332,11.604,1.5,0,D
00-0026561,Ramon Foster,OL,25.331,3.983,3781,13.381,1.5,0,D
00-0022787,Matt Schaub,QB,25.227,6.913,127,4.488,1.5,0,D
00-0036935,Kelvin Joseph,DB,24.102,4.162,332,11.617,1.5,0,D
00-0033037,Adolphus Washington,DL,25.111,4.634,924,11.209,1.4,0,D
00-0025900,Chris Clark,OL,25.411,4.021,2890,13.349,1.4,0,D
00-0026298,Kellen Davis,TE,25.19,5.429,247,8.904,1.4,0,D
00-0032859,Destiny Vaeao,DL,25.224,4.672,639,11.207,1.4,0,D
00-0029191,DeShawn Shead,DB,25.348,4.587,1177,11.586,1.4,0,D
00-0023894,Donald Penn,OL,25.435,4.023,2796,13.365,1.4,0,D
00-0024235,Tamba Hali,LB,25.137,4.885,673,10.483,1.4,0,D
00-0031972,Darius Jennings,WR,25.219,5.107,215,9.897,1.4,0,D
00-0033505,Cameron Tom,OL,25.58,5.404,171,9.369,1.4,0,D
00-0027195,Rafael Bush,DB,25.174,4.534,1134,11.573,1.3,0,D
00-0031682,Terron Ward,RB,25.016,5.835,133,7.51,1.3,0,D
00-0026857,Dannell Ellerbe,LB,25.052,4.864,524,10.459,1.3,0,D
00-0031948,Ryan Russell,DL,25.24,4.681,601,11.196,1.3,0,D
00-0033006,Jaydon Mickens,WR,25.011,5.043,194,9.883,1.3,0,D
00-0031267,Antone Exum,DB,25.161,4.53,593,11.572,1.3,0,D
00-0032168,Josh Shaw,DB,25.253,4.571,1197,11.541,1.2,0,D
00-0029629,Nate Stupar,LB,25.191,4.917,448,10.439,1.2,0,D
00-0029111,Derrick Shelby,DL,25.075,4.631,756,11.181,1.2,0,D
00-0033924,Eddie Vanderdoes,DL,25.285,4.703,513,11.176,1.2,0,D
00-0033481,Marcus Kemp,WR,23.221,4.459,176,9.843,1.2,0,D
00-0035957,Rodney Smith,RB,23.936,5.006,166,8.917,1.2,0,D
00-0038775,Nash Jensen,OL,23.638,3.436,293,13.329,1.2,0,D
00-0026739,Jordan Norwood,WR,25.252,5.138,443,9.837,1.1,0,D
00-0026243,William Hayes,DL,25.338,4.727,799,11.159,1.1,0,D
00-0032560,Charles Washington,DB,25.821,6.17,142,7.313,1.1,0,D
00-0034412,Luke Falk,QB,25.237,6.331,144,6.244,1.1,0,D
00-0026223,Jeremy Zuttah,OL,25.284,4.77,1042,10.973,1.0,0,D
00-0028707,Corbin Bryant,DL,25.281,5.532,212,8.686,1.0,0,D
00-0027004,Eric Wood,OL,25.255,4.473,1600,11.838,1.0,0,D
00-0029561,Cordy Glenn,OL,25.321,4.144,1861,12.89,1.0,0,D
00-0027060,Lardarius Webb,DB,25.399,4.707,1295,11.277,1.0,0,D
00-0031335,Cyrus Kouandjio,OL,25.186,5.023,466,10.118,1.0,0,D
00-0027972,Aaron Williams,DB,25.166,5.225,322,9.491,1.0,0,D
00-0029799,Lerentee McCray,DL,25.414,4.907,404,10.692,1.0,0,D
00-0025942,Leger Douzable,DL,25.255,4.831,662,10.761,1.0,0,D
00-0029658,Corey White,DB,25.271,5.129,389,9.885,1.0,0,D
00-0029575,Robert Blanton,DB,25.274,5.399,250,9.076,1.0,0,D
00-0029257,Jerel Worthy,DL,25.262,5.13,305,9.873,1.0,0,D
00-0027736,Kendrick Lewis,DB,25.119,4.883,278,10.469,1.0,0,D
00-0029543,Donald Stephenson,OL,25.222,4.745,994,10.988,1.0,0,D
00-0027840,Robert McClain,DB,25.064,4.589,963,11.296,1.0,0,D
00-0025470,Charles Johnson,DL,25.227,4.697,884,11.136,1.0,0,D
00-0031697,Jordan Taylor,WR,25.08,5.103,508,9.772,1.0,0,D
00-0031843,Ryan Delaire,DL,25.128,6.195,157,6.542,1.0,0,D
00-0025495,Paul Soliai,DL,25.195,6.163,148,6.706,1.0,0,D
00-0025446,Ryan Kalil,OL,25.267,4.156,2146,12.799,1.0,0,D
00-0026999,Michael Oher,OL,25.152,6.288,215,6.289,1.0,0,D
00-0023445,DeMarcus Ware,LB,25.188,5.227,294,9.509,1.0,0,D
00-0029417,Jared Crick,DL,25.233,4.867,880,10.633,1.0,0,D
00-0027653,T.J. Ward,DB,25.307,4.647,1292,11.367,1.0,0,D
00-0032138,Darius Kilgo,DL,25.436,5.668,193,8.433,1.0,0,D
00-0029303,Billy Winn,DL,25.641,5.194,354,10.06,1.0,0,D
00-0029524,Jeff Allen,OL,25.303,4.405,1816,12.089,1.0,0,D
00-0028152,Derek Newton,OL,25.156,5.383,387,9.007,1.0,0,D
00-0026180,Tracy Porter,DB,25.293,4.896,873,10.604,1.0,0,D
00-0031989,Harold Jones-Quartey,DB,25.312,5.062,674,10.125,1.0,0,D
00-0031907,Jacoby Glenn,DB,25.117,6.042,222,6.99,1.0,0,D
00-0029699,Tony Bergstrom,OL,25.378,4.332,915,12.382,1.0,0,D
00-0027573,Mitch Unrein,DL,25.211,4.734,769,11.008,1.0,0,D
00-0031560,Jaelen Strong,WR,25.389,5.377,343,9.258,1.0,0,D
00-0026275,Josh Sitton,OL,25.283,4.5,1422,11.783,1.0,0,D
00-0030441,Kyle Long,OL,25.283,4.11,1595,12.954,1.0,0,D
00-0031569,Jeremy Langford,RB,25.159,5.43,252,8.868,1.0,0,D
00-0026257,Quintin Demps,DB,25.349,4.743,827,11.118,1.0,0,D
00-0022712,Vince Wilfork,DL,25.273,5.011,551,10.24,1.0,0,D
00-0026182,Eddie Royal,WR,25.139,5.551,297,8.487,1.0,0,D
00-0030048,Cornelius Washington,DL,25.185,4.698,791,11.091,1.0,0,D
00-0027657,Lamarr Houston,LB,25.22,4.996,383,10.231,1.0,0,D
00-0028059,Chris Prosinski,DB,25.188,5.299,289,9.291,1.0,0,D
00-0029520,Eddie Pleasant,DB,25.029,4.697,645,10.938,1.0,0,D
00-0031306,Russell Bodine,OL,25.386,4.322,2475,12.419,1.0,0,D
00-0028039,Clint Boling,OL,25.29,4.258,2714,12.515,1.0,0,D
00-0025401,Darrelle Revis,DB,25.272,4.699,1096,11.176,1.0,0,D
00-0031343,Calvin Pryor,DB,25.187,4.912,767,10.453,1.0,0,D
00-0032740,Lawrence Thomas,RB,24.919,5.423,191,8.649,1.0,0,D
00-0030109,Mike Catapano,LB,25.058,5.666,202,8.062,1.0,0,D
00-0025945,Erin Henderson,LB,25.2,6.617,152,5.348,1.0,0,D
00-0032196,Jake Fisher,OL,25.185,4.692,676,11.109,1.0,0,D
00-0031151,Marcus Williams,DB,25.353,5.06,627,10.174,1.0,0,D
00-0031564,Lorenzo Mauldin,LB,25.291,5.134,342,9.888,1.0,0,D
00-0027987,Ben Ijalana,OL,25.237,4.827,885,10.756,1.0,0,D
00-0026152,Ryan Clady,OL,25.229,5.038,511,10.115,1.0,0,D
00-0024244,Nick Mangold,OL,25.184,5.198,412,9.59,1.0,0,D
00-0027014,Rey Maualuga,LB,25.362,5.035,462,10.256,1.0,0,D
00-0032694,Jalin Marshall,WR,25.171,5.673,139,8.151,1.0,0,D
00-0031304,Will Clarke,DL,25.205,4.736,660,10.995,1.0,0,D
00-0026217,Pat Sims,DL,25.177,4.793,669,10.799,1.0,0,D
00-0031031,Brent Qvale,OL,25.357,4.105,1092,13.042,1.0,0,D
00-0030170,Rontez Miles,DB,25.31,4.92,583,10.549,1.0,0,D
00-0031620,Deon Simon,DL,25.037,6.315,177,6.092,1.0,0,D
00-0027979,Jarvis Jenkins,DL,25.257,4.724,687,11.087,1.0,0,D
00-0031291,James Wright,WR,25.159,5.431,181,8.865,1.0,0,D
00-0031314,Wesley Johnson,OL,25.239,4.519,1529,11.681,1.0,0,D
00-0030990,Josh Huff,WR,24.961,5.996,158,6.972,1.0,0,D
00-0025506,Allen Barbre,OL,25.246,4.667,1153,11.245,1.0,0,D
00-0030697,Jamie Meder,DL,25.168,4.819,869,10.712,1.0,0,D
00-0032061,Xavier Cooper,DL,25.386,4.825,708,10.913,1.0,0,D
00-0026205,John Greco,OL,25.31,4.404,1280,12.098,1.0,0,D
00-0029076,Austin Pasztor,OL,25.286,4.809,977,10.86,1.0,0,D
00-0025390,Joe Thomas,OL,25.315,4.597,1413,11.524,1.0,0,D
00-0027744,Nolan Carroll,DB,25.278,4.807,933,10.857,1.0,0,D
00-0026151,Leodis McKelvin,DB,25.087,4.937,561,10.275,1.0,0,D
00-0029280,Ron Brooks,DB,25.338,5.923,222,7.568,1.0,0,D
00-0030149,Matt Tobin,OL,25.215,5.6,170,8.414,1.0,0,D
00-0029266,John Hughes,DL,25.088,5.385,223,8.934,1.0,0,D
00-0027991,Stephen Paea,DL,25.183,5.131,437,9.791,1.0,0,D
00-0032976,Spencer Drango,OL,25.243,4.55,1153,11.592,1.0,0,D
00-0031371,Marcus Smith,LB,25.202,5.019,452,10.145,1.0,0,D
00-0032987,Tracy Howard,DB,25.127,5.468,268,8.724,1.0,0,D
00-0031046,Jack Mewhort,OL,25.227,4.733,919,11.027,1.0,0,D
00-0026408,Joe Reitz,OL,25.182,5.216,393,9.532,1.0,0,D
00-0027050,Deandre Levy,LB,25.028,5.412,234,8.792,1.0,0,D
00-0030079,Devin Taylor,DL,25.2,4.889,671,10.532,1.0,0,D
00-0029208,Tyrunn Walker,DL,25.226,4.773,666,10.908,1.0,0,D
00-0026105,Wallace Gilberry,DL,25.24,5.499,252,8.743,1.0,0,D
00-0031172,Khyri Thornton,DL,25.262,5.1,365,9.963,1.0,0,D
00-0031284,Travis Swanson,OL,25.37,4.284,1994,12.519,1.0,0,D
00-0026206,Kendall Langford,DL,25.206,5.738,282,7.991,1.0,0,D
00-0024249,D'Qwell Jackson,LB,25.294,5.082,669,10.048,1.0,0,D
00-0031592,David Parry,DL,25.195,5.029,660,10.109,1.0,0,D
00-0030529,Sio Moore,LB,25.141,5.345,388,9.105,1.0,0,D
00-0022059,Robert Mathis,LB,25.161,5.222,504,9.494,1.0,0,D
00-0029888,Darryl Morris,DB,25.027,5.076,458,9.799,1.0,0,D
00-0023579,Trent Cole,LB,25.224,5.657,222,8.254,1.0,0,D
00-0029744,Josh McNary,LB,25.114,6.106,165,6.796,1.0,0,D
00-0031922,Khari Lee,TE,25.097,5.714,178,7.956,1.0,0,D
00-0027977,Akeem Ayers,LB,25.35,5.361,346,9.268,1.0,0,D
00-0031627,Corey Robinson,OL,25.195,4.687,504,11.133,1.0,0,D
00-0032377,Josh Ferguson,RB,25.049,6.286,151,6.19,1.0,0,D
00-0030649,Jonotthan Harrison,OL,25.471,4.073,1645,13.253,1.0,0,D
00-0032425,Antwione Williams,LB,25.159,5.801,185,7.757,1.0,0,D
00-0030545,Luke Joeckel,OL,25.121,4.58,867,11.381,1.0,0,D
00-0026839,Jermey Parnell,OL,25.359,4.254,2908,12.597,1.0,0,D
00-0031937,Quinten Rollins,DB,25.232,4.797,829,10.842,1.0,0,D
00-0027440,Sam Shields,DB,25.491,4.774,384,11.169,1.0,0,D
00-0026292,Letroy Guion,DL,25.23,4.961,511,10.348,1.0,0,D
00-0027078,T.J. Lang,OL,25.345,4.396,1932,12.157,1.0,0,D
00-0027878,Jared Odrick,DL,24.899,5.537,247,8.289,1.0,0,D
00-0028069,Davon House,DB,25.21,4.593,913,11.432,1.0,0,D
00-0027055,Roy Miller,DL,25.192,5.508,218,8.669,1.0,0,D
00-0027038,Sen'Derrick Marks,DL,25.069,5.031,504,9.975,1.0,0,D
00-0032170,Rashad Greene,WR,25.285,5.488,162,8.82,1.0,0,D
00-0027791,James Starks,RB,25.004,5.554,243,8.341,1.0,0,D
00-0026725,Dan Skuta,LB,25.3,5.605,246,8.486,1.0,0,D
00-0031021,Jared Abbrederis,WR,25.187,6.078,133,6.952,1.0,0,D
00-0031829,LaDarius Gunter,DB,25.276,4.781,1023,10.932,1.0,0,D
00-0031386,Greg Robinson,OL,25.201,3.994,2468,13.219,1.0,0,D
00-0028274,Tim Barnes,OL,25.225,4.82,947,10.766,1.0,0,D
00-0032247,Cody Wichmann,OL,25.339,4.896,560,10.65,1.0,0,D
00-0030088,Quinton Dial,DL,25.201,4.819,742,10.744,1.0,0,D
00-0030457,Tank Carradine,DL,25.078,5.005,472,10.063,1.0,0,D
00-0029661,Andrew Tiller,OL,25.319,5.472,468,8.902,1.0,0,D
00-0027658,Zane Beadles,OL,25.523,4.405,1626,12.309,1.0,0,D
00-0027787,Eugene Sims,DL,25.127,5.05,509,9.977,1.0,0,D
00-0027745,Cam Thomas,DL,25.322,5.173,375,9.804,1.0,0,D
00-0032244,Jamon Brown,OL,25.275,4.015,2539,13.23,1.0,0,D
00-0031425,Dominique Easley,LB,25.132,5.009,498,10.105,1.0,0,D
00-0031854,Chris Harper,WR,25.02,5.706,220,7.901,1.0,0,D
00-0029129,Rod Streater,WR,25.054,5.405,261,8.84,1.0,0,D
00-0028202,Shaun Draughn,RB,25.043,5.538,299,8.43,1.0,0,D
00-0032246,Andrew Donnal,OL,24.995,5.548,300,8.35,1.0,0,D
00-0029764,Cody Davis,DB,25.0,4.779,595,10.664,1.0,0,D
00-0032441,Aaron Burbridge,WR,24.868,5.895,210,7.182,1.0,0,D
00-0030899,Garry Gilliam,OL,25.198,4.715,989,11.054,1.0,0,D
00-0027609,J'Marcus Webb,OL,25.13,4.172,809,12.613,1.0,0,D
00-0028564,Isa Abdul-Quddus,DB,25.236,4.848,885,10.692,1.0,0,D
00-0023750,Mario Williams,DL,25.438,5.225,421,9.762,1.0,0,D
00-0026194,Jason Jones,DL,25.313,5.061,482,10.129,1.0,0,D
00-0030887,Anthony Steen,OL,25.31,4.68,699,11.269,1.0,0,D
00-0025512,Jermon Bushrod,OL,25.19,4.376,1889,12.062,1.0,0,D
00-0028040,Jordan Cameron,TE,25.16,6.791,94,4.787,1.0,0,D
00-0033060,Leonte Carroo,WR,25.204,5.16,298,9.725,1.0,0,D
00-0031417,Ja'Wuan James,OL,25.052,4.118,2269,12.698,1.0,0,D
00-0026155,Branden Albert,OL,25.277,4.858,750,10.704,1.0,0,D
00-0026330,Ahtyba Rubin,DL,25.287,4.783,790,10.938,1.0,0,D
00-0026232,Cliff Avril,DL,25.273,4.727,1005,11.093,1.0,0,D
00-0029295,Jeremy Lane,DB,25.257,4.691,1139,11.183,1.0,0,D
00-0030384,Jelani Jenkins,LB,25.144,5.044,459,10.011,1.0,0,D
00-0028443,Mike Morgan,LB,25.311,5.896,161,7.624,1.0,0,D
00-0024102,Tony McDaniel,DL,25.121,4.887,572,10.459,1.0,0,D
00-0032130,Jalston Fowler,RB,25.052,5.411,274,8.818,1.0,0,D
00-0030593,Chance Warmack,OL,25.187,4.939,430,10.37,1.0,0,D
00-0024232,Chad Greenway,LB,25.325,5.189,382,9.758,1.0,0,D
00-0022045,Terence Newman,DB,25.187,4.65,1309,11.238,1.0,0,D
00-0026224,Harry Douglas,WR,24.749,5.707,245,7.627,1.0,0,D
00-0026982,Andre Smith,OL,25.164,4.151,1390,12.711,1.0,0,D
00-0026762,Alex Boone,OL,25.283,4.51,1643,11.753,1.0,0,D
00-0023639,Joe Berger,OL,25.332,4.468,1982,11.927,1.0,0,D
00-0029687,Matt Kalil,OL,25.248,4.479,1193,11.811,1.0,0,D
00-0028110,Brandon Fusco,OL,25.342,4.294,2233,12.459,1.0,0,D
00-0030113,Charles D. Johnson,WR,25.164,5.265,398,9.368,1.0,0,D
00-0028038,Da'Norris Searcy,DB,25.243,4.673,930,11.225,1.0,0,D
00-0027067,Rashad Johnson,DB,25.184,5.164,520,9.692,1.0,0,D
00-0027737,Perrish Cox,DB,25.344,5.14,580,9.924,1.0,0,D
00-0026935,Brice McCain,DB,25.275,4.622,1185,11.409,1.0,0,D
00-0030491,Daimion Stafford,DB,25.309,5.098,578,10.016,1.0,0,D
00-0028080,Karl Klug,DL,25.344,4.757,720,11.072,1.0,0,D
00-0033074,Kevin Dodd,LB,25.409,5.346,261,9.371,1.0,0,D
00-0023514,Evan Mathis,OL,25.132,5.531,195,8.54,1.0,0,D
00-0028454,Jonathan Freeny,LB,25.131,5.462,185,8.745,1.0,0,D
00-0025420,Alan Branch,DL,25.161,4.735,988,10.955,1.0,0,D
00-0026240,Tyvon Branch,DB,25.366,4.755,808,11.102,1.0,0,D
00-0032769,Brandon Williams,DB,25.272,5.376,315,9.145,1.0,0,D
00-0029250,Shea McClellin,LB,25.092,5.18,421,9.552,1.0,0,D
00-0032396,Vincent Valentine,DL,24.993,5.234,349,9.29,1.0,0,D
00-0026164,Chris Johnson,RB,25.217,5.77,144,7.907,1.0,0,D
00-0030504,Earl Watford,OL,25.425,4.201,1612,12.823,1.0,0,D
00-0032390,Cyrus Jones,DB,25.197,6.19,167,6.627,1.0,0,D
00-0025509,Doug Free,OL,25.263,4.752,1057,11.006,1.0,0,D
00-0031070,Nat Berhe,DB,25.309,5.313,225,9.369,1.0,0,D
00-0031757,Lucky Whitehead,WR,25.174,5.921,142,7.412,1.0,0,D
00-0030544,Gavin Escobar,TE,25.068,5.574,171,8.348,1.0,0,D
00-0029004,Lance Dunbar,RB,24.937,5.652,167,7.98,1.0,0,D
00-0031562,Owa Odighizuwa,DL,25.171,5.601,159,8.369,1.0,0,D
00-0027768,Marshall Newhouse,OL,25.263,4.114,2176,12.922,1.0,0,D
00-0027678,John Jerry,OL,25.359,4.173,2398,12.839,1.0,0,D
00-0030543,J.J. Wilcox,DB,25.391,4.717,809,11.24,1.0,0,D
00-0028424,Cedric Thornton,DL,25.24,4.788,659,10.877,1.0,0,D
00-0032204,Chaz Green,OL,25.381,4.123,625,13.012,1.0,0,D
00-0031489,Brett Jones,OL,25.248,4.059,1316,13.069,1.0,0,D
00-0024323,Jahri Evans,OL,25.326,4.481,1940,11.882,1.0,0,D
00-0027025,Max Unger,OL,25.405,4.193,3215,12.825,1.0,0,D
00-0024424,Zach Strief,OL,25.332,4.711,1143,11.199,1.0,0,D
00-0030217,Tim Lelito,OL,25.181,5.196,413,9.592,1.0,0,D
00-0032201,Ben Heeney,LB,25.03,6.831,135,4.537,1.0,0,D
00-0031347,Keith McGill,DB,25.052,5.976,210,7.125,1.0,0,D
00-0030579,Menelik Watson,OL,25.127,4.732,730,10.932,1.0,0,D
00-0031474,Delvin Breaux,DB,24.931,5.245,285,9.195,1.0,0,D
00-0032946,De'Vante Harris,DB,25.142,4.993,346,10.165,1.0,0,D
00-0027951,Nick Fairley,DL,25.219,4.919,675,10.461,1.0,0,D
00-0027018,Jairus Byrd,DB,25.307,4.765,975,11.012,1.0,0,D
00-0027033,Paul Kruger,DL,25.242,4.989,536,10.276,1.0,0,D
00-0031255,Kasim Edebali,DL,25.126,5.236,344,9.418,1.0,0,D
00-0027877,Dan Williams,DL,25.159,5.234,374,9.457,1.0,0,D
00-0032938,Darius Latham,DL,25.164,5.243,351,9.436,1.0,0,D
00-0032102,Stephone Anthony,LB,25.183,5.191,295,9.609,1.0,0,D
00-0024278,Darryl Tapp,DL,25.357,5.259,327,9.58,1.0,0,D
00-0024258,Roman Harper,DB,25.053,5.309,287,9.126,1.0,0,D
00-0027652,Nate Allen,DB,25.342,4.742,561,11.116,1.0,0,D
00-0027694,Shawn Lauvao,OL,25.307,4.39,1639,12.138,1.0,0,D
00-0026248,Kory Lichtensteiger,OL,25.221,5.909,150,7.495,1.0,0,D
00-0028954,Robert Golden,DB,25.298,4.89,562,10.628,1.0,0,D
00-0030499,Jarvis Jones,LB,25.231,5.213,470,9.591,1.0,0,D
00-0025557,William Gay,DB,25.184,4.725,1180,11.009,1.0,0,D
00-0027777,Arthur Moats,DL,25.117,5.159,459,9.64,1.0,0,D
00-0028001,Marcus Gilbert,OL,25.385,4.344,1693,12.353,1.0,0,D
00-0030963,Dashaun Phillips,DB,25.33,6.343,141,6.3,1.0,0,D
00-0022923,DeAngelo Hall,DB,25.321,5.068,307,10.118,1.0,0,D
00-0032767,Su'a Cravens,DB,25.348,4.803,386,10.94,1.0,0,D
00-0029256,Kendall Reyes,DL,25.275,5.406,238,9.058,1.0,0,D
00-0026957,David Johnson,TE,25.036,5.462,269,8.651,1.0,0,D
00-0027829,Ricardo Mathews,DL,25.233,5.353,318,9.175,1.0,0,D
00-0026910,Greg Toler,DB,25.451,5.396,245,9.264,1.0,0,D
00-0032771,Parker Ehinger,OL,25.609,5.029,347,10.521,1.0,0,D
00-0026175,Brandon Flowers,DB,25.175,5.588,336,8.409,1.0,0,D
00-0026253,Dwight Lowery,DB,25.359,4.858,951,10.784,1.0,0,D
00-0027984,Orlando Franklin,OL,25.202,4.81,870,10.772,1.0,0,D
00-0026370,King Dunlap,OL,25.201,4.848,729,10.657,1.0,0,D
00-0026500,Matt Slauson,OL,25.254,4.335,1722,12.249,1.0,0,D
00-0028030,Joe Barksdale,OL,25.315,4.349,1905,12.269,1.0,0,D
00-0031999,Justin March,LB,24.938,6.548,207,5.294,1.0,0,D
00-0029277,Jaye Howard,DL,24.964,5.509,338,8.438,1.0,0,D
00-0028060,Chris Hairston,OL,25.358,5.128,334,9.974,1.0,0,D
00-0030921,Tenny Palepoi,DL,25.121,4.915,611,10.376,1.0,0,D
00-0032322,Dexter McCoil,DB,25.209,5.727,250,8.03,1.0,0,D
00-0032911,Spencer Pulley,OL,24.995,4.261,1843,12.213,1.0,0,D
00-0032788,D.J. White,DB,25.0,6.073,181,6.78,1.0,0,D
00-0027027,Andy Levitre,OL,25.316,4.455,1889,11.951,1.0,0,D
00-0024271,Chris Chester,OL,25.292,4.787,1167,10.933,1.0,0,D
00-0029786,Ryan Schraeder,OL,25.375,4.254,2891,12.613,1.0,0,D
00-0027705,Alterraun Verner,DB,25.244,5.165,375,9.749,1.0,0,D
00-0023496,Vincent Jackson,WR,25.147,5.387,291,8.984,1.0,0,D
00-0027717,Joe Hawley,OL,25.311,4.598,1104,11.516,1.0,0,D
00-0031182,Kevin Pamphile,OL,25.336,4.366,1781,12.238,1.0,0,D
00-0021146,Dwight Freeney,DL,25.332,4.852,724,10.777,1.0,0,D
00-0026233,Philip Wheeler,LB,25.222,5.387,338,9.061,1.0,0,D
00-0026980,Tyson Jackson,DL,25.235,5.254,361,9.474,1.0,0,D
00-0023494,Jonathan Babineaux,DL,25.313,5.125,508,9.937,1.0,0,D
00-0022839,Daryl Smith,LB,25.198,5.059,449,10.021,1.0,0,D
00-0029252,Courtney Upshaw,DL,25.151,4.857,565,10.58,1.0,0,D
00-0027871,Sean Weatherspoon,LB,25.241,6.322,187,6.275,1.0,0,D
00-0029792,Paul Worrilow,LB,25.281,4.994,417,10.299,1.0,0,D
00-0028052,Cecil Shorts,WR,25.245,5.497,235,8.755,1.0,0,D
00-0029422,Keith Tandy,DB,25.364,4.729,603,11.177,1.0,0,D
00-0032273,Jude Adjei-Barimah,DB,25.034,5.293,271,9.156,1.0,0,D
00-0027297,Austin Howard,OL,25.127,4.493,1805,11.647,1.0,0,D
00-0031281,Ra'Shede Hageman,DL,25.139,5.322,336,9.172,1.0,0,D
00-0032899,Vadal Alexander,OL,25.127,4.801,521,10.724,1.0,0,D
00-0031357,C.J. Goodwin,DB,23.61,5.597,271,6.818,1.0,0,D
00-0030207,Alvin Bailey,OL,25.192,5.343,356,9.164,1.0,0,D
00-0021706,Cullen Jenkins,DL,25.068,5.27,288,9.258,1.0,0,D
00-0024330,Will Blackmon,DB,24.998,4.963,539,10.11,1.0,0,D
00-0030033,Terence Garvin,LB,25.213,5.675,235,8.188,1.0,0,D
00-0029187,Don Barclay,OL,25.264,5.344,297,9.231,1.0,0,D
00-0027017,Darius Butler,DB,25.21,4.702,911,11.105,1.0,0,D
00-0027812,Dekoda Watson,LB,25.286,5.589,176,8.518,1.0,0,D
00-0032902,Kenneth Farrow,RB,25.294,5.537,180,8.683,1.0,0,D
00-0029889,Patrick Omameh,OL,25.501,4.174,2268,12.978,1.0,0,D
00-0032106,Craig Mager,DB,25.335,5.142,388,9.91,1.0,0,D
00-0027654,Arrelious Benn,WR,25.22,5.795,169,7.834,1.0,0,D
00-0031731,Corey Grant,RB,25.384,5.524,211,8.813,1.0,0,D
00-0029510,Jonathan Grimes,RB,25.235,5.589,184,8.466,1.0,0,D
00-0030263,Charles James,DB,25.155,5.834,154,7.651,1.0,0,D
00-0027725,Clay Harbor,TE,25.268,5.786,115,7.911,1.0,0,D
00-0030106,Chris Jones,DL,25.153,5.589,283,8.384,1.0,0,D
00-0031317,Terrence Fede,DL,25.145,5.37,323,9.036,1.0,0,D
00-0028767,Sterling Moore,DB,25.314,4.852,862,10.759,1.0,0,D
00-0029314,Trevin Wade,DB,25.218,5.078,358,9.985,1.0,0,D
00-0031268,Walt Powell,WR,25.2,5.37,277,9.09,1.0,0,D
00-0027978,Bruce Carter,LB,25.15,5.626,198,8.273,1.0,0,D
00-0031048,Will Sutton,DL,25.155,6.387,158,5.993,1.0,0,D
00-0026145,Glenn Dorsey,DL,25.076,5.278,383,9.243,1.0,0,D
00-0030488,Lavar Edwards,LB,25.102,5.671,234,8.09,1.0,0,D
00-0031020,Keith Reaser,DB,25.269,5.262,376,9.483,1.0,0,D
00-0028128,Colin Jones,DB,25.315,5.058,319,10.142,1.0,0,D
00-0031265,Ed Stinson,DL,25.029,5.742,160,7.804,1.0,0,D
00-0032750,DaVonte Lambert,DL,25.152,5.188,350,9.588,1.0,0,D
00-0030127,Marcus Cooper,DB,25.128,4.75,1033,10.878,1.0,0,D
00-0029762,John Wetzel,OL,25.444,4.393,1803,12.266,1.0,0,D
00-0032777,Evan Boehm,OL,25.308,4.07,1559,13.097,1.0,0,D
00-0026784,Evan Smith,OL,25.527,4.504,963,12.015,1.0,0,D
00-0030132,Stefan Charles,DL,25.079,5.478,217,8.646,1.0,0,D
00-0027057,Brandon Tate,WR,25.071,5.212,280,9.435,1.0,0,D
00-0029955,LaRoy Reynolds,LB,25.046,5.398,247,8.851,1.0,0,D
00-0029010,Ronald Leary,OL,25.321,4.016,2555,13.272,1.0,0,D
00-0029053,Ryan Davis,DL,25.29,4.772,618,10.974,1.0,0,D
00-0027682,Donald Butler,LB,25.196,5.151,351,9.744,1.0,0,D
00-0027053,Kraig Urbik,OL,25.207,5.041,437,10.085,1.0,0,D
00-0031696,Zaire Anderson,LB,25.436,6.118,182,7.082,1.0,0,D
00-0030752,Jay Elliott,LB,25.402,5.562,185,8.717,1.0,0,D
00-0032649,Brian Price,DL,25.555,5.013,370,10.515,1.0,0,D
00-0032635,Josh Hawkins,DB,25.211,4.828,428,10.726,1.0,0,D
00-0032727,Joel Heath,DL,25.29,4.767,632,10.99,1.0,0,D
00-0026157,Gosder Cherilus,OL,24.956,5.448,202,8.614,1.0,0,D
00-0030737,Freddie Martino,WR,25.23,5.236,233,9.52,1.0,0,D
00-0031599,Cameron Artis-Payne,RB,25.196,5.762,156,7.91,1.0,0,D
00-0031572,T.J. Clemmings,OL,25.331,4.615,1023,11.486,1.0,0,D
00-0030923,Jeremiah Sirles,OL,25.331,4.584,1187,11.579,1.0,0,D
00-0029479,Emmanuel Lamur,LB,24.95,5.618,245,8.097,1.0,0,D
00-0030011,Jordan Devey,OL,25.27,4.506,554,11.752,1.0,0,D
00-0032959,Charone Peake,WR,25.157,5.137,423,9.746,1.0,0,D
00-0029050,Valentino Blake,DB,25.16,5.356,350,9.093,1.0,0,D
00-0030460,Markus Wheaton,WR,25.021,5.4,263,8.821,1.0,0,D
00-0031779,B.J. Finney,OL,25.504,4.15,1036,13.053,1.0,0,D
00-0032366,Tyler Matakevich,LB,24.281,5.537,299,7.67,1.0,0,D
00-0027001,Vontae Davis,DB,25.316,4.625,1112,11.443,1.0,0,D
00-0028240,Kenny Wiggins,OL,25.192,4.09,2272,12.923,1.0,0,D
